"Dept","Managed","value","measure","Period","group"
"AGO","Y",-0.2,"Cumulative_Perc_net_change","2011Q2","AGO-Y"
"BIS","Y",-0.156914893617021,"Cumulative_Perc_net_change","2011Q2","BIS-Y"
"CO","Y",-0.0496894409937887,"Cumulative_Perc_net_change","2011Q2","CO-Y"
"DCLG","Y",-0.198412698412698,"Cumulative_Perc_net_change","2011Q2","DCLG-Y"
"DCMS","Y",0.0652173913043477,"Cumulative_Perc_net_change","2011Q2","DCMS-Y"
"DECC","Y",0.044642857142857,"Cumulative_Perc_net_change","2011Q2","DECC-Y"
"DEFRA","Y",-0.074712643678161,"Cumulative_Perc_net_change","2011Q2","DEFRA-Y"
"DfE","Y",-0.110714285714286,"Cumulative_Perc_net_change","2011Q2","DfE-Y"
"DfID","Y",-0.025,"Cumulative_Perc_net_change","2011Q2","DfID-Y"
"DfT","Y",-0.140096618357488,"Cumulative_Perc_net_change","2011Q2","DfT-Y"
"DH","Y",-0.0590551181102362,"Cumulative_Perc_net_change","2011Q2","DH-Y"
"DWP","Y",-0.0847715282124654,"Cumulative_Perc_net_change","2011Q2","DWP-Y"
"FCO","Y",-0.0576271186440678,"Cumulative_Perc_net_change","2011Q2","FCO-Y"
"GEO","Y",0,"Cumulative_Perc_net_change","2011Q2","GEO-Y"
"HMRC","Y",-0.00118430792005908,"Cumulative_Perc_net_change","2011Q2","HMRC-Y"
"HMT","Y",-0.154411764705882,"Cumulative_Perc_net_change","2011Q2","HMT-Y"
"HO","Y",-0.0919072793818625,"Cumulative_Perc_net_change","2011Q2","HO-Y"
"MoD","Y",-0.0392494136043785,"Cumulative_Perc_net_change","2011Q2","MoD-Y"
"MoJ","Y",-0.0373347867556888,"Cumulative_Perc_net_change","2011Q2","MoJ-Y"
"NIO","Y",-0.545454545454545,"Cumulative_Perc_net_change","2011Q2","NIO-Y"
"Scot Gov","Y",NA,"Cumulative_Perc_net_change","2011Q2","Scot Gov-Y"
"Welsh Gov","Y",NA,"Cumulative_Perc_net_change","2011Q2","Welsh Gov-Y"
"AGO","N",-0.0428571428571428,"Cumulative_Perc_net_change","2011Q2","AGO-N"
"BIS","N",-0.109316770186335,"Cumulative_Perc_net_change","2011Q2","BIS-N"
"CO","N",-0.0998043052837573,"Cumulative_Perc_net_change","2011Q2","CO-N"
"DCLG","N",-0.0861244019138756,"Cumulative_Perc_net_change","2011Q2","DCLG-N"
"DCMS","N",0.0909090909090908,"Cumulative_Perc_net_change","2011Q2","DCMS-N"
"DECC","N",0.121951219512195,"Cumulative_Perc_net_change","2011Q2","DECC-N"
"DEFRA","N",-0.0135135135135135,"Cumulative_Perc_net_change","2011Q2","DEFRA-N"
"DfE","N",-0.0359281437125748,"Cumulative_Perc_net_change","2011Q2","DfE-N"
"DfID","N",NA,"Cumulative_Perc_net_change","2011Q2","DfID-N"
"DfT","N",-0.04470300061237,"Cumulative_Perc_net_change","2011Q2","DfT-N"
"DH","N",-0.0428015564202335,"Cumulative_Perc_net_change","2011Q2","DH-N"
"DWP","N",-0.0694444444444444,"Cumulative_Perc_net_change","2011Q2","DWP-N"
"FCO","N",-0.0547703180212015,"Cumulative_Perc_net_change","2011Q2","FCO-N"
"GEO","N",NA,"Cumulative_Perc_net_change","2011Q2","GEO-N"
"HMRC","N",-0.0159151193633953,"Cumulative_Perc_net_change","2011Q2","HMRC-N"
"HMT","N",0.027027027027027,"Cumulative_Perc_net_change","2011Q2","HMT-N"
"HO","N",-0.145089285714286,"Cumulative_Perc_net_change","2011Q2","HO-N"
"MoD","N",-0.0414937759336099,"Cumulative_Perc_net_change","2011Q2","MoD-N"
"MoJ","N",-0.0753424657534247,"Cumulative_Perc_net_change","2011Q2","MoJ-N"
"NIO","N",NA,"Cumulative_Perc_net_change","2011Q2","NIO-N"
"Scot Gov","N",-0.0334328358208956,"Cumulative_Perc_net_change","2011Q2","Scot Gov-N"
"Welsh Gov","N",-0.0552584670231731,"Cumulative_Perc_net_change","2011Q2","Welsh Gov-N"
"AGO","Departmental Group",-0.0437158469945356,"Cumulative_Perc_net_change","2011Q2","AGO-Departmental Group"
"BIS","Departmental Group",-0.124470787468247,"Cumulative_Perc_net_change","2011Q2","BIS-Departmental Group"
"CO","Departmental Group",-0.0877976190476191,"Cumulative_Perc_net_change","2011Q2","CO-Departmental Group"
"DCLG","Departmental Group",-0.147505422993492,"Cumulative_Perc_net_change","2011Q2","DCLG-Departmental Group"
"DCMS","Departmental Group",0.0701754385964912,"Cumulative_Perc_net_change","2011Q2","DCMS-Departmental Group"
"DECC","Departmental Group",0.0653594771241828,"Cumulative_Perc_net_change","2011Q2","DECC-Departmental Group"
"DEFRA","Departmental Group",-0.0465838509316771,"Cumulative_Perc_net_change","2011Q2","DEFRA-Departmental Group"
"DfE","Departmental Group",-0.0827740492170023,"Cumulative_Perc_net_change","2011Q2","DfE-Departmental Group"
"DfID","Departmental Group",-0.025,"Cumulative_Perc_net_change","2011Q2","DfID-Departmental Group"
"DfT","Departmental Group",-0.0554347826086956,"Cumulative_Perc_net_change","2011Q2","DfT-Departmental Group"
"DH","Departmental Group",-0.050880626223092,"Cumulative_Perc_net_change","2011Q2","DH-Departmental Group"
"DWP","Departmental Group",-0.0842935112189206,"Cumulative_Perc_net_change","2011Q2","DWP-Departmental Group"
"FCO","Departmental Group",-0.0562283737024221,"Cumulative_Perc_net_change","2011Q2","FCO-Departmental Group"
"GEO","Departmental Group",0,"Cumulative_Perc_net_change","2011Q2","GEO-Departmental Group"
"HMRC","Departmental Group",-0.00196298373527759,"Cumulative_Perc_net_change","2011Q2","HMRC-Departmental Group"
"HMT","Departmental Group",-0.115606936416185,"Cumulative_Perc_net_change","2011Q2","HMT-Departmental Group"
"HO","Departmental Group",-0.100103199174407,"Cumulative_Perc_net_change","2011Q2","HO-Departmental Group"
"MoD","Departmental Group",-0.0395434162250305,"Cumulative_Perc_net_change","2011Q2","MoD-Departmental Group"
"MoJ","Departmental Group",-0.0401363120030293,"Cumulative_Perc_net_change","2011Q2","MoJ-Departmental Group"
"NIO","Departmental Group",-0.545454545454545,"Cumulative_Perc_net_change","2011Q2","NIO-Departmental Group"
"Scot Gov","Departmental Group",-0.0334328358208956,"Cumulative_Perc_net_change","2011Q2","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",-0.0552584670231731,"Cumulative_Perc_net_change","2011Q2","Welsh Gov-Departmental Group"
"Total","Y",-0.0535781392602136,"Cumulative_Perc_net_change","2011Q2","Total-Y"
"Total","N",-0.0552083333333333,"Cumulative_Perc_net_change","2011Q2","Total-N"
"Total","Departmental Group",-0.0539381771029407,"Cumulative_Perc_net_change","2011Q2","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",-0.0535129827623827,"Cumulative_Perc_net_change","2011Q2","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",-0.0552083333333333,"Cumulative_Perc_net_change","2011Q2","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",-0.0538920887684228,"Cumulative_Perc_net_change","2011Q2","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",-0.053973828337305,"Cumulative_Perc_net_change","2011Q2","Total employment-Total Employment ONS total"
"AGO","Y",-0.2,"Cumulative_Perc_net_change","2011Q3","AGO-Y"
"BIS","Y",-0.234042553191489,"Cumulative_Perc_net_change","2011Q3","BIS-Y"
"CO","Y",-0.0441963163752557,"Cumulative_Perc_net_change","2011Q3","CO-Y"
"DCLG","Y",-0.162698412698413,"Cumulative_Perc_net_change","2011Q3","DCLG-Y"
"DCMS","Y",-1.11022302462516e-16,"Cumulative_Perc_net_change","2011Q3","DCMS-Y"
"DECC","Y",0.0624999999999998,"Cumulative_Perc_net_change","2011Q3","DECC-Y"
"DEFRA","Y",-0.139846743295019,"Cumulative_Perc_net_change","2011Q3","DEFRA-Y"
"DfE","Y",-0.110714285714286,"Cumulative_Perc_net_change","2011Q3","DfE-Y"
"DfID","Y",-0.025,"Cumulative_Perc_net_change","2011Q3","DfID-Y"
"DfT","Y",-0.173913043478261,"Cumulative_Perc_net_change","2011Q3","DfT-Y"
"DH","Y",-0.0669291338582677,"Cumulative_Perc_net_change","2011Q3","DH-Y"
"DWP","Y",-0.114191183045694,"Cumulative_Perc_net_change","2011Q3","DWP-Y"
"FCO","Y",-0.076271186440678,"Cumulative_Perc_net_change","2011Q3","FCO-Y"
"GEO","Y",NA,"Cumulative_Perc_net_change","2011Q3","GEO-Y"
"HMRC","Y",-0.00695780903034782,"Cumulative_Perc_net_change","2011Q3","HMRC-Y"
"HMT","Y",-0.169117647058824,"Cumulative_Perc_net_change","2011Q3","HMT-Y"
"HO","Y",-0.118615888811808,"Cumulative_Perc_net_change","2011Q3","HO-Y"
"MoD","Y",-0.0550430023455826,"Cumulative_Perc_net_change","2011Q3","MoD-Y"
"MoJ","Y",-0.0463278375800518,"Cumulative_Perc_net_change","2011Q3","MoJ-Y"
"NIO","Y",-0.545454545454545,"Cumulative_Perc_net_change","2011Q3","NIO-Y"
"Scot Gov","Y",NA,"Cumulative_Perc_net_change","2011Q3","Scot Gov-Y"
"Welsh Gov","Y",NA,"Cumulative_Perc_net_change","2011Q3","Welsh Gov-Y"
"AGO","N",-0.066040533860603,"Cumulative_Perc_net_change","2011Q3","AGO-N"
"BIS","N",-0.121739130434783,"Cumulative_Perc_net_change","2011Q3","BIS-N"
"CO","N",-0.140722291407223,"Cumulative_Perc_net_change","2011Q3","CO-N"
"DCLG","N",-0.0909090909090908,"Cumulative_Perc_net_change","2011Q3","DCLG-N"
"DCMS","N",-1.11022302462516e-16,"Cumulative_Perc_net_change","2011Q3","DCMS-N"
"DECC","N",0.268292682926829,"Cumulative_Perc_net_change","2011Q3","DECC-N"
"DEFRA","N",-0.0608108108108107,"Cumulative_Perc_net_change","2011Q3","DEFRA-N"
"DfE","N",-0.0479041916167664,"Cumulative_Perc_net_change","2011Q3","DfE-N"
"DfID","N",NA,"Cumulative_Perc_net_change","2011Q3","DfID-N"
"DfT","N",-0.0532761788120025,"Cumulative_Perc_net_change","2011Q3","DfT-N"
"DH","N",-0.1284046692607,"Cumulative_Perc_net_change","2011Q3","DH-N"
"DWP","N",-0.0777777777777777,"Cumulative_Perc_net_change","2011Q3","DWP-N"
"FCO","N",-0.0618374558303887,"Cumulative_Perc_net_change","2011Q3","FCO-N"
"GEO","N",NA,"Cumulative_Perc_net_change","2011Q3","GEO-N"
"HMRC","N",-0.0742705570291778,"Cumulative_Perc_net_change","2011Q3","HMRC-N"
"HMT","N",0.162162162162162,"Cumulative_Perc_net_change","2011Q3","HMT-N"
"HO","N",-0.160552787006275,"Cumulative_Perc_net_change","2011Q3","HO-N"
"MoD","N",-0.0321576763485476,"Cumulative_Perc_net_change","2011Q3","MoD-N"
"MoJ","N",-0.10958904109589,"Cumulative_Perc_net_change","2011Q3","MoJ-N"
"NIO","N",NA,"Cumulative_Perc_net_change","2011Q3","NIO-N"
"Scot Gov","N",-0.0400000000000001,"Cumulative_Perc_net_change","2011Q3","Scot Gov-N"
"Welsh Gov","N",-0.0891265597147951,"Cumulative_Perc_net_change","2011Q3","Welsh Gov-N"
"AGO","Departmental Group",-0.0667720665273883,"Cumulative_Perc_net_change","2011Q3","AGO-Departmental Group"
"BIS","Departmental Group",-0.157493649449619,"Cumulative_Perc_net_change","2011Q3","BIS-Departmental Group"
"CO","Departmental Group",-0.116071428571429,"Cumulative_Perc_net_change","2011Q3","CO-Departmental Group"
"DCLG","Departmental Group",-0.130151843817787,"Cumulative_Perc_net_change","2011Q3","DCLG-Departmental Group"
"DCMS","Departmental Group",0,"Cumulative_Perc_net_change","2011Q3","DCMS-Departmental Group"
"DECC","Departmental Group",0.117647058823529,"Cumulative_Perc_net_change","2011Q3","DECC-Departmental Group"
"DEFRA","Departmental Group",-0.10351966873706,"Cumulative_Perc_net_change","2011Q3","DEFRA-Departmental Group"
"DfE","Departmental Group",-0.087248322147651,"Cumulative_Perc_net_change","2011Q3","DfE-Departmental Group"
"DfID","Departmental Group",-0.025,"Cumulative_Perc_net_change","2011Q3","DfID-Departmental Group"
"DfT","Departmental Group",-0.0668478260869565,"Cumulative_Perc_net_change","2011Q3","DfT-Departmental Group"
"DH","Departmental Group",-0.0978473581213307,"Cumulative_Perc_net_change","2011Q3","DH-Departmental Group"
"DWP","Departmental Group",-0.113055531490947,"Cumulative_Perc_net_change","2011Q3","DWP-Departmental Group"
"FCO","Departmental Group",-0.0692041522491348,"Cumulative_Perc_net_change","2011Q3","FCO-Departmental Group"
"GEO","Departmental Group",NA,"Cumulative_Perc_net_change","2011Q3","GEO-Departmental Group"
"HMRC","Departmental Group",-0.0105159842961301,"Cumulative_Perc_net_change","2011Q3","HMRC-Departmental Group"
"HMT","Departmental Group",-0.0982658959537572,"Cumulative_Perc_net_change","2011Q3","HMT-Departmental Group"
"HO","Departmental Group",-0.125071829527986,"Cumulative_Perc_net_change","2011Q3","HO-Departmental Group"
"MoD","Departmental Group",-0.0520451148253839,"Cumulative_Perc_net_change","2011Q3","MoD-Departmental Group"
"MoJ","Departmental Group",-0.0509907863183139,"Cumulative_Perc_net_change","2011Q3","MoJ-Departmental Group"
"NIO","Departmental Group",-0.545454545454545,"Cumulative_Perc_net_change","2011Q3","NIO-Departmental Group"
"Scot Gov","Departmental Group",-0.0400000000000001,"Cumulative_Perc_net_change","2011Q3","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",-0.0891265597147951,"Cumulative_Perc_net_change","2011Q3","Welsh Gov-Departmental Group"
"Total","Y",-0.0717403820098262,"Cumulative_Perc_net_change","2011Q3","Total-Y"
"Total","N",-0.0720982516487563,"Cumulative_Perc_net_change","2011Q3","Total-N"
"Total","Departmental Group",-0.0718199690467228,"Cumulative_Perc_net_change","2011Q3","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",-0.0716674771313779,"Cumulative_Perc_net_change","2011Q3","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",-0.0720982516487563,"Cumulative_Perc_net_change","2011Q3","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",-0.0717643571065559,"Cumulative_Perc_net_change","2011Q3","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",-0.0724110539738283,"Cumulative_Perc_net_change","2011Q3","Total employment-Total Employment ONS total"
"AGO","Y",-0.2,"Cumulative_Perc_net_change","2011Q4","AGO-Y"
"BIS","Y",-0.226063829787234,"Cumulative_Perc_net_change","2011Q4","BIS-Y"
"CO","Y",-0.0387031917567227,"Cumulative_Perc_net_change","2011Q4","CO-Y"
"DCLG","Y",-0.261904761904762,"Cumulative_Perc_net_change","2011Q4","DCLG-Y"
"DCMS","Y",-1.11022302462516e-16,"Cumulative_Perc_net_change","2011Q4","DCMS-Y"
"DECC","Y",0.0982142857142856,"Cumulative_Perc_net_change","2011Q4","DECC-Y"
"DEFRA","Y",-0.147509578544061,"Cumulative_Perc_net_change","2011Q4","DEFRA-Y"
"DfE","Y",-0.0464285714285715,"Cumulative_Perc_net_change","2011Q4","DfE-Y"
"DfID","Y",0.0125,"Cumulative_Perc_net_change","2011Q4","DfID-Y"
"DfT","Y",-0.198067632850242,"Cumulative_Perc_net_change","2011Q4","DfT-Y"
"DH","Y",-0.0826771653543307,"Cumulative_Perc_net_change","2011Q4","DH-Y"
"DWP","Y",-0.12554770633998,"Cumulative_Perc_net_change","2011Q4","DWP-Y"
"FCO","Y",-0.0220338983050847,"Cumulative_Perc_net_change","2011Q4","FCO-Y"
"GEO","Y",NA,"Cumulative_Perc_net_change","2011Q4","GEO-Y"
"HMRC","Y",-0.0088823094004441,"Cumulative_Perc_net_change","2011Q4","HMRC-Y"
"HMT","Y",-0.183823529411765,"Cumulative_Perc_net_change","2011Q4","HMT-Y"
"HO","Y",-0.142491766938577,"Cumulative_Perc_net_change","2011Q4","HO-Y"
"MoD","Y",-0.10539483971853,"Cumulative_Perc_net_change","2011Q4","MoD-Y"
"MoJ","Y",-0.0752146068946723,"Cumulative_Perc_net_change","2011Q4","MoJ-Y"
"NIO","Y",-0.545454545454545,"Cumulative_Perc_net_change","2011Q4","NIO-Y"
"Scot Gov","Y",NA,"Cumulative_Perc_net_change","2011Q4","Scot Gov-Y"
"Welsh Gov","Y",NA,"Cumulative_Perc_net_change","2011Q4","Welsh Gov-Y"
"AGO","N",-0.0792881858625804,"Cumulative_Perc_net_change","2011Q4","AGO-N"
"BIS","N",-0.141310403294175,"Cumulative_Perc_net_change","2011Q4","BIS-N"
"CO","N",-0.159135385162782,"Cumulative_Perc_net_change","2011Q4","CO-N"
"DCLG","N",-0.0909090909090908,"Cumulative_Perc_net_change","2011Q4","DCLG-N"
"DCMS","N",-1.11022302462516e-16,"Cumulative_Perc_net_change","2011Q4","DCMS-N"
"DECC","N",0.292682926829268,"Cumulative_Perc_net_change","2011Q4","DECC-N"
"DEFRA","N",-0.0833333333333333,"Cumulative_Perc_net_change","2011Q4","DEFRA-N"
"DfE","N",-0.0538922155688623,"Cumulative_Perc_net_change","2011Q4","DfE-N"
"DfID","N",NA,"Cumulative_Perc_net_change","2011Q4","DfID-N"
"DfT","N",-0.0587875076546235,"Cumulative_Perc_net_change","2011Q4","DfT-N"
"DH","N",-0.140077821011673,"Cumulative_Perc_net_change","2011Q4","DH-N"
"DWP","N",-0.0805555555555555,"Cumulative_Perc_net_change","2011Q4","DWP-N"
"FCO","N",-0.0653710247349824,"Cumulative_Perc_net_change","2011Q4","FCO-N"
"GEO","N",NA,"Cumulative_Perc_net_change","2011Q4","GEO-N"
"HMRC","N",-0.0742705570291778,"Cumulative_Perc_net_change","2011Q4","HMRC-N"
"HMT","N",0.162162162162162,"Cumulative_Perc_net_change","2011Q4","HMT-N"
"HO","N",-0.191479789590255,"Cumulative_Perc_net_change","2011Q4","HO-N"
"MoD","N",-0.0564496237057175,"Cumulative_Perc_net_change","2011Q4","MoD-N"
"MoJ","N",-0.0973916306999436,"Cumulative_Perc_net_change","2011Q4","MoJ-N"
"NIO","N",NA,"Cumulative_Perc_net_change","2011Q4","NIO-N"
"Scot Gov","N",-0.0567164179104479,"Cumulative_Perc_net_change","2011Q4","Scot Gov-N"
"Welsh Gov","N",-0.0909090909090909,"Cumulative_Perc_net_change","2011Q4","Welsh Gov-N"
"AGO","Departmental Group",-0.07994704911759,"Cumulative_Perc_net_change","2011Q4","AGO-Departmental Group"
"BIS","Departmental Group",-0.171665740033123,"Cumulative_Perc_net_change","2011Q4","BIS-Departmental Group"
"CO","Departmental Group",-0.127976190476191,"Cumulative_Perc_net_change","2011Q4","CO-Departmental Group"
"DCLG","Departmental Group",-0.203867789256958,"Cumulative_Perc_net_change","2011Q4","DCLG-Departmental Group"
"DCMS","Departmental Group",0,"Cumulative_Perc_net_change","2011Q4","DCMS-Departmental Group"
"DECC","Departmental Group",0.15032679738562,"Cumulative_Perc_net_change","2011Q4","DECC-Departmental Group"
"DEFRA","Departmental Group",-0.118012422360248,"Cumulative_Perc_net_change","2011Q4","DEFRA-Departmental Group"
"DfE","Departmental Group",-0.0492170022371364,"Cumulative_Perc_net_change","2011Q4","DfE-Departmental Group"
"DfID","Departmental Group",0.0125,"Cumulative_Perc_net_change","2011Q4","DfID-Departmental Group"
"DfT","Departmental Group",-0.0744565217391304,"Cumulative_Perc_net_change","2011Q4","DfT-Departmental Group"
"DH","Departmental Group",-0.111545988258317,"Cumulative_Perc_net_change","2011Q4","DH-Departmental Group"
"DWP","Departmental Group",-0.12414450316209,"Cumulative_Perc_net_change","2011Q4","DWP-Departmental Group"
"FCO","Departmental Group",-0.0432525951557092,"Cumulative_Perc_net_change","2011Q4","FCO-Departmental Group"
"GEO","Departmental Group",NA,"Cumulative_Perc_net_change","2011Q4","GEO-Departmental Group"
"HMRC","Departmental Group",-0.0123387549074594,"Cumulative_Perc_net_change","2011Q4","HMRC-Departmental Group"
"HMT","Departmental Group",-0.109826589595376,"Cumulative_Perc_net_change","2011Q4","HMT-Departmental Group"
"HO","Departmental Group",-0.150040459881566,"Cumulative_Perc_net_change","2011Q4","HO-Departmental Group"
"MoD","Departmental Group",-0.0995822642142874,"Cumulative_Perc_net_change","2011Q4","MoD-Departmental Group"
"MoJ","Departmental Group",-0.0793053994527646,"Cumulative_Perc_net_change","2011Q4","MoJ-Departmental Group"
"NIO","Departmental Group",-0.545454545454545,"Cumulative_Perc_net_change","2011Q4","NIO-Departmental Group"
"Scot Gov","Departmental Group",-0.0567164179104479,"Cumulative_Perc_net_change","2011Q4","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",-0.0909090909090909,"Cumulative_Perc_net_change","2011Q4","Welsh Gov-Departmental Group"
"Total","Y",-0.0907611059529213,"Cumulative_Perc_net_change","2011Q4","Total-Y"
"Total","N",-0.0852875698838338,"Cumulative_Perc_net_change","2011Q4","Total-N"
"Total","Departmental Group",-0.0895553603547079,"Cumulative_Perc_net_change","2011Q4","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",-0.0918663965419266,"Cumulative_Perc_net_change","2011Q4","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",-0.0852875698838338,"Cumulative_Perc_net_change","2011Q4","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",-0.0903989496866,"Cumulative_Perc_net_change","2011Q4","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",-0.0901793553242193,"Cumulative_Perc_net_change","2011Q4","Total employment-Total Employment ONS total"
"AGO","Y",-0.2,"Cumulative_Perc_net_change","2012Q1","AGO-Y"
"BIS","Y",-0.207446808510638,"Cumulative_Perc_net_change","2012Q1","BIS-Y"
"CO","Y",-0.0332100671381895,"Cumulative_Perc_net_change","2012Q1","CO-Y"
"DCLG","Y",-0.277777777777778,"Cumulative_Perc_net_change","2012Q1","DCLG-Y"
"DCMS","Y",-0.0217391304347827,"Cumulative_Perc_net_change","2012Q1","DCMS-Y"
"DECC","Y",0.151785714285714,"Cumulative_Perc_net_change","2012Q1","DECC-Y"
"DEFRA","Y",-0.149425287356322,"Cumulative_Perc_net_change","2012Q1","DEFRA-Y"
"DfE","Y",-0.0428571428571429,"Cumulative_Perc_net_change","2012Q1","DfE-Y"
"DfID","Y",0.03125,"Cumulative_Perc_net_change","2012Q1","DfID-Y"
"DfT","Y",-0.21256038647343,"Cumulative_Perc_net_change","2012Q1","DfT-Y"
"DH","Y",-0.0984251968503936,"Cumulative_Perc_net_change","2012Q1","DH-Y"
"DWP","Y",-0.136814808191004,"Cumulative_Perc_net_change","2012Q1","DWP-Y"
"FCO","Y",-0.0203389830508475,"Cumulative_Perc_net_change","2012Q1","FCO-Y"
"GEO","Y",NA,"Cumulative_Perc_net_change","2012Q1","GEO-Y"
"HMRC","Y",-0.0159881569207994,"Cumulative_Perc_net_change","2012Q1","HMRC-Y"
"HMT","Y",-0.132352941176471,"Cumulative_Perc_net_change","2012Q1","HMT-Y"
"HO","Y",-0.147347877744022,"Cumulative_Perc_net_change","2012Q1","HO-Y"
"MoD","Y",-0.151681000781861,"Cumulative_Perc_net_change","2012Q1","MoD-Y"
"MoJ","Y",-0.0925194168142799,"Cumulative_Perc_net_change","2012Q1","MoJ-Y"
"NIO","Y",-0.454545454545455,"Cumulative_Perc_net_change","2012Q1","NIO-Y"
"Scot Gov","Y",NA,"Cumulative_Perc_net_change","2012Q1","Scot Gov-Y"
"Welsh Gov","Y",NA,"Cumulative_Perc_net_change","2012Q1","Welsh Gov-Y"
"AGO","N",-0.0792881858625804,"Cumulative_Perc_net_change","2012Q1","AGO-N"
"BIS","N",-0.163939687537847,"Cumulative_Perc_net_change","2012Q1","BIS-N"
"CO","N",-0.183686176836862,"Cumulative_Perc_net_change","2012Q1","CO-N"
"DCLG","N",-0.112554112554113,"Cumulative_Perc_net_change","2012Q1","DCLG-N"
"DCMS","N",0.0909090909090906,"Cumulative_Perc_net_change","2012Q1","DCMS-N"
"DECC","N",0.341463414634146,"Cumulative_Perc_net_change","2012Q1","DECC-N"
"DEFRA","N",-0.0878378378378378,"Cumulative_Perc_net_change","2012Q1","DEFRA-N"
"DfE","N",-0.0538922155688623,"Cumulative_Perc_net_change","2012Q1","DfE-N"
"DfID","N",NA,"Cumulative_Perc_net_change","2012Q1","DfID-N"
"DfT","N",-0.0636864666258421,"Cumulative_Perc_net_change","2012Q1","DfT-N"
"DH","N",-0.151750972762646,"Cumulative_Perc_net_change","2012Q1","DH-N"
"DWP","N",-0.0916666666666666,"Cumulative_Perc_net_change","2012Q1","DWP-N"
"FCO","N",-0.0653710247349824,"Cumulative_Perc_net_change","2012Q1","FCO-N"
"GEO","N",NA,"Cumulative_Perc_net_change","2012Q1","GEO-N"
"HMRC","N",-0.0795755968169762,"Cumulative_Perc_net_change","2012Q1","HMRC-N"
"HMT","N",0.162162162162162,"Cumulative_Perc_net_change","2012Q1","HMT-N"
"HO","N",-0.211361434108527,"Cumulative_Perc_net_change","2012Q1","HO-N"
"MoD","N",-0.0948053300591436,"Cumulative_Perc_net_change","2012Q1","MoD-N"
"MoJ","N",-0.0851942203039968,"Cumulative_Perc_net_change","2012Q1","MoJ-N"
"NIO","N",NA,"Cumulative_Perc_net_change","2012Q1","NIO-N"
"Scot Gov","N",-0.061492537313433,"Cumulative_Perc_net_change","2012Q1","Scot Gov-N"
"Welsh Gov","N",-0.0784313725490197,"Cumulative_Perc_net_change","2012Q1","Welsh Gov-N"
"AGO","Departmental Group",-0.07994704911759,"Cumulative_Perc_net_change","2012Q1","AGO-Departmental Group"
"BIS","Departmental Group",-0.186326523395369,"Cumulative_Perc_net_change","2012Q1","BIS-Departmental Group"
"CO","Departmental Group",-0.144345238095238,"Cumulative_Perc_net_change","2012Q1","CO-Departmental Group"
"DCLG","Departmental Group",-0.221559616162359,"Cumulative_Perc_net_change","2012Q1","DCLG-Departmental Group"
"DCMS","Departmental Group",0,"Cumulative_Perc_net_change","2012Q1","DCMS-Departmental Group"
"DECC","Departmental Group",0.202614379084967,"Cumulative_Perc_net_change","2012Q1","DECC-Departmental Group"
"DEFRA","Departmental Group",-0.12111801242236,"Cumulative_Perc_net_change","2012Q1","DEFRA-Departmental Group"
"DfE","Departmental Group",-0.046979865771812,"Cumulative_Perc_net_change","2012Q1","DfE-Departmental Group"
"DfID","Departmental Group",0.03125,"Cumulative_Perc_net_change","2012Q1","DfID-Departmental Group"
"DfT","Departmental Group",-0.0804347826086956,"Cumulative_Perc_net_change","2012Q1","DfT-Departmental Group"
"DH","Departmental Group",-0.125244618395303,"Cumulative_Perc_net_change","2012Q1","DH-Departmental Group"
"DWP","Departmental Group",-0.135406740015594,"Cumulative_Perc_net_change","2012Q1","DWP-Departmental Group"
"FCO","Departmental Group",-0.0423875432525951,"Cumulative_Perc_net_change","2012Q1","FCO-Departmental Group"
"GEO","Departmental Group",NA,"Cumulative_Perc_net_change","2012Q1","GEO-Departmental Group"
"HMRC","Departmental Group",-0.0193494111048794,"Cumulative_Perc_net_change","2012Q1","HMRC-Departmental Group"
"HMT","Departmental Group",-0.0693641618497111,"Cumulative_Perc_net_change","2012Q1","HMT-Departmental Group"
"HO","Departmental Group",-0.157223216558623,"Cumulative_Perc_net_change","2012Q1","HO-Departmental Group"
"MoD","Departmental Group",-0.1450283366506,"Cumulative_Perc_net_change","2012Q1","MoD-Departmental Group"
"MoJ","Departmental Group",-0.096213651845849,"Cumulative_Perc_net_change","2012Q1","MoJ-Departmental Group"
"NIO","Departmental Group",-0.454545454545455,"Cumulative_Perc_net_change","2012Q1","NIO-Departmental Group"
"Scot Gov","Departmental Group",-0.061492537313433,"Cumulative_Perc_net_change","2012Q1","Scot Gov-Departmental Group"
