"","Group","Date","Age.band","gradeval","Gender","count","total","share","sharebothgenders","gradescore","meangradescore","sorter","totalgroup","yvar"
"115","DH",2013,"60-64",5,"Female",40,2280,-0.0175438596491228,0.0394736842105263,0.197368421052632,0.484649122807018,0.484649122807018,FALSE,-0.0175438596491228
"116","DH",2013,"30-39",2,"Female",380,2280,-0.166666666666667,0.267543859649123,0.535087719298246,0.484649122807018,0.484649122807018,FALSE,-0.166666666666667
"117","DH",2013,"65 +",6,"Female",10,2280,-0.0043859649122807,0.0087719298245614,0.0526315789473684,0.484649122807018,0.484649122807018,FALSE,-0.0043859649122807
"118","DH",2013,"40-49",3,"Male",300,2280,0.131578947368421,0.315789473684211,0.947368421052632,0.484649122807018,0.484649122807018,FALSE,0.131578947368421
"119","DH",2013,"50-59",4,"Male",290,2280,0.12719298245614,0.267543859649123,1.07017543859649,0.484649122807018,0.484649122807018,FALSE,0.12719298245614
"120","DH",2013,"65 +",6,"Male",10,2280,0.0043859649122807,0.0087719298245614,0.0526315789473684,0.484649122807018,0.484649122807018,FALSE,0.0043859649122807
"121","DWP",2013,"50-59",4,"Female",24510,108280,-0.226357591429627,0.328038418913927,1.31215367565571,0.528875754217461,0.528875754217461,FALSE,-0.226357591429627
"122","DWP",2013,"< 29",1,"Female",4760,108280,-0.0439601034355375,0.0700960472848171,0.0700960472848171,0.528875754217461,0.528875754217461,FALSE,-0.0439601034355375
"123","DWP",2013,"30-39",2,"Male",6820,108280,0.0629848540820096,0.185814554857776,0.371629109715552,0.528875754217461,0.528875754217461,FALSE,0.0629848540820096
"124","DWP",2013,"65 +",6,"Male",660,108280,0.00609530845954932,0.0149612116734392,0.0897672700406354,0.528875754217461,0.528875754217461,FALSE,0.00609530845954932
"125","DWP",2013,"40-49",3,"Female",25600,108280,-0.236424085703731,0.338381972663465,1.0151459179904,0.528875754217461,0.528875754217461,FALSE,-0.236424085703731
"126","DWP",2013,"60-64",5,"Female",4080,108280,-0.0376800886590321,0.0628925009235316,0.314462504617658,0.528875754217461,0.528875754217461,FALSE,-0.0376800886590321
"127","DWP",2013,"< 29",1,"Male",2830,108280,0.0261359438492796,0.0700960472848171,0.0700960472848171,0.528875754217461,0.528875754217461,FALSE,0.0261359438492796
"128","DWP",2013,"40-49",3,"Male",11040,108280,0.101957886959734,0.338381972663465,1.0151459179904,0.528875754217461,0.528875754217461,FALSE,0.101957886959734
"129","DWP",2013,"50-59",4,"Male",11010,108280,0.1016808274843,0.328038418913927,1.31215367565571,0.528875754217461,0.528875754217461,FALSE,0.1016808274843
"130","DWP",2013,"30-39",2,"Female",13300,108280,-0.122829700775767,0.185814554857776,0.371629109715552,0.528875754217461,0.528875754217461,FALSE,-0.122829700775767
"131","DWP",2013,"65 +",6,"Female",960,108280,-0.00886590321388992,0.0149612116734392,0.0897672700406354,0.528875754217461,0.528875754217461,FALSE,-0.00886590321388992
"132","DWP",2013,"60-64",5,"Male",2730,108280,0.0252124122644994,0.0628925009235316,0.314462504617658,0.528875754217461,0.528875754217461,FALSE,0.0252124122644994
"133","FCO",2013,"30-39",2,"Male",910,4840,0.18801652892562,0.340909090909091,0.681818181818182,0.439393939393939,0.439393939393939,FALSE,0.18801652892562
"134","FCO",2013,"< 29",1,"Male",340,4840,0.0702479338842975,0.134297520661157,0.134297520661157,0.439393939393939,0.439393939393939,FALSE,0.0702479338842975
"135","FCO",2013,"40-49",3,"Female",680,4840,-0.140495867768595,0.334710743801653,1.00413223140496,0.439393939393939,0.439393939393939,FALSE,-0.140495867768595
"136","FCO",2013,"50-59",4,"Female",280,4840,-0.0578512396694215,0.15495867768595,0.619834710743802,0.439393939393939,0.439393939393939,FALSE,-0.0578512396694215
"137","FCO",2013,"30-39",2,"Female",740,4840,-0.152892561983471,0.340909090909091,0.681818181818182,0.439393939393939,0.439393939393939,FALSE,-0.152892561983471
"138","FCO",2013,"65 +",6,"Male",40,4840,0.00826446280991736,0.0103305785123967,0.0619834710743802,0.439393939393939,0.439393939393939,FALSE,0.00826446280991736
"139","FCO",2013,"65 +",6,"Female",10,4840,-0.00206611570247934,0.0103305785123967,0.0619834710743802,0.439393939393939,0.439393939393939,FALSE,-0.00206611570247934
"140","FCO",2013,"< 29",1,"Female",310,4840,-0.0640495867768595,0.134297520661157,0.134297520661157,0.439393939393939,0.439393939393939,FALSE,-0.0640495867768595
"141","FCO",2013,"60-64",5,"Female",40,4840,-0.00826446280991736,0.0268595041322314,0.134297520661157,0.439393939393939,0.439393939393939,FALSE,-0.00826446280991736
"142","FCO",2013,"60-64",5,"Male",90,4840,0.0185950413223141,0.0268595041322314,0.134297520661157,0.439393939393939,0.439393939393939,FALSE,0.0185950413223141
"143","FCO",2013,"40-49",3,"Male",940,4840,0.194214876033058,0.334710743801653,1.00413223140496,0.439393939393939,0.439393939393939,FALSE,0.194214876033058
"144","FCO",2013,"50-59",4,"Male",470,4840,0.0971074380165289,0.15495867768595,0.619834710743802,0.439393939393939,0.439393939393939,FALSE,0.0971074380165289
"145","HMRC",2013,"60-64",5,"Female",2570,76700,-0.0335071707953064,0.0663624511082138,0.331812255541069,0.518752716210343,0.518752716210343,FALSE,-0.0335071707953064
"146","HMRC",2013,"50-59",4,"Female",14660,76700,-0.191134289439374,0.324250325945241,1.29700130378096,0.518752716210343,0.518752716210343,FALSE,-0.191134289439374
"147","HMRC",2013,"50-59",4,"Male",10210,76700,0.133116036505867,0.324250325945241,1.29700130378096,0.518752716210343,0.518752716210343,FALSE,0.133116036505867
"148","HMRC",2013,"< 29",1,"Female",4170,76700,-0.054367666232073,0.102346805736636,0.102346805736636,0.518752716210343,0.518752716210343,FALSE,-0.054367666232073
"149","HMRC",2013,"40-49",3,"Female",14780,76700,-0.192698826597132,0.313298565840939,0.939895697522816,0.518752716210343,0.518752716210343,FALSE,-0.192698826597132
"150","HMRC",2013,"40-49",3,"Male",9250,76700,0.120599739243807,0.313298565840939,0.939895697522816,0.518752716210343,0.518752716210343,FALSE,0.120599739243807
"151","HMRC",2013,"65 +",6,"Male",530,76700,0.00691003911342894,0.0134289439374185,0.0805736636245111,0.518752716210343,0.518752716210343,FALSE,0.00691003911342894
"152","HMRC",2013,"30-39",2,"Female",7840,76700,-0.102216427640156,0.180443285528031,0.360886571056063,0.518752716210343,0.518752716210343,FALSE,-0.102216427640156
"153","HMRC",2013,"30-39",2,"Male",6000,76700,0.0782268578878748,0.180443285528031,0.360886571056063,0.518752716210343,0.518752716210343,FALSE,0.0782268578878748
"154","HMRC",2013,"60-64",5,"Male",2520,76700,0.0328552803129074,0.0663624511082138,0.331812255541069,0.518752716210343,0.518752716210343,FALSE,0.0328552803129074
"155","HMRC",2013,"< 29",1,"Male",3680,76700,0.0479791395045632,0.102346805736636,0.102346805736636,0.518752716210343,0.518752716210343,FALSE,0.0479791395045632
"156","HMRC",2013,"65 +",6,"Female",500,76700,-0.00651890482398957,0.0134289439374185,0.0805736636245111,0.518752716210343,0.518752716210343,FALSE,-0.00651890482398957
"157","HMT",2013,"40-49",3,"Male",110,1240,0.0887096774193548,0.185483870967742,0.556451612903226,0.352150537634409,0.352150537634409,FALSE,0.0887096774193548
"158","HMT",2013,"40-49",3,"Female",120,1240,-0.0967741935483871,0.185483870967742,0.556451612903226,0.352150537634409,0.352150537634409,FALSE,-0.0967741935483871
"159","HMT",2013,"30-39",2,"Male",230,1240,0.185483870967742,0.362903225806452,0.725806451612903,0.352150537634409,0.352150537634409,FALSE,0.185483870967742
"160","HMT",2013,"30-39",2,"Female",220,1240,-0.17741935483871,0.362903225806452,0.725806451612903,0.352150537634409,0.352150537634409,FALSE,-0.17741935483871
"161","HMT",2013,"< 29",1,"Male",230,1240,0.185483870967742,0.330645161290323,0.330645161290323,0.352150537634409,0.352150537634409,FALSE,0.185483870967742
"162","HMT",2013,"50-59",4,"Male",70,1240,0.0564516129032258,0.104838709677419,0.419354838709677,0.352150537634409,0.352150537634409,FALSE,0.0564516129032258
"163","HMT",2013,"< 29",1,"Female",180,1240,-0.145161290322581,0.330645161290323,0.330645161290323,0.352150537634409,0.352150537634409,FALSE,-0.145161290322581
"164","HMT",2013,"65 +",6,"Female",0,1240,0,0,0,0.352150537634409,0.352150537634409,FALSE,0
"165","HMT",2013,"65 +",6,"Male",0,1240,0,0,0,0.352150537634409,0.352150537634409,FALSE,0
"166","HMT",2013,"50-59",4,"Female",60,1240,-0.0483870967741935,0.104838709677419,0.419354838709677,0.352150537634409,0.352150537634409,FALSE,-0.0483870967741935
"167","HMT",2013,"60-64",5,"Female",10,1240,-0.00806451612903226,0.0161290322580645,0.0806451612903226,0.352150537634409,0.352150537634409,FALSE,-0.00806451612903226
"168","HMT",2013,"60-64",5,"Male",10,1240,0.00806451612903226,0.0161290322580645,0.0806451612903226,0.352150537634409,0.352150537634409,FALSE,0.00806451612903226
"169","HO",2013,"60-64",5,"Female",410,26450,-0.0155009451795841,0.0374291115311909,0.187145557655955,0.461184625078765,0.461184625078765,FALSE,-0.0155009451795841
"170","HO",2013,"65 +",6,"Male",120,26450,0.00453686200378072,0.00680529300567108,0.0408317580340265,0.461184625078765,0.461184625078765,FALSE,0.00453686200378072
