Month,Short Form,IfG classification,Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments,IFG notes,IfG analysis - Non-consultant total,Non payroll,Non payroll component total
01/05/2013,BIS,Non CS,Competition Service,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",2,2,2,2,6,5.4,5,4,1,1,,,16,14,,,,,,,,,0,0,16,14,51955.9,,,,10867.89,4611.22,67435.01,,,0,67435.01,,,0,,
01/05/2013,BIS,Non CS,Construction Industry Training Board,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",430,398.03,622,609.33,337,331.14,29,29,8,8,0,0,1426,1376,41,31.99,1,0.7,58,33.56,2,2,102,68.25,1528,1444,3599821.36,211486.08,470513,27422.86,403773.08,357959.34,5070975.72,378643,18963,397606,5468581.72,,,66.25,,
01/05/2013,BIS,Non CS,Consumer Focus,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",33,32.1,6,5.8,49,47.9,12,11.7,2,2,0,0,102,100,2,2,1,1,,,,,3,3,105,103,313670,0,0,0,51505.13,27150.04,392325.17,14022.37,,14022.37,406347.54,,,3,,
01/05/2013,BIS,Non CS,Economic & Social Reseach Council,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",19,16.5,27,26.5,69,65.9,14,13.5,3,3,8,8,140,133,0,0,0,0,4,4,0,0,4,4,144,137,330821,5363,,705,80050,20123,437062,23121,,23121,460183,,,4,,
01/05/2013,BIS,Non CS,Engineering & Physical Sciences Research Council,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",28,26.68,36,34.18,124,117.17,31,28.73,4,4,,,223,211,4,4,,,9,9,,,13,13,236,224,567602.33,2133.23,2025,3024.43,142802.42,45877.22,763464.63,45101,,45101,808565.63,,,13,,
01/05/2013,BIS,Non CS,Engineering Construction Industry Training  Board,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",33,29,29,27,24,24,5,5,,,5,1,96,86,0,0,,,,,,,0,0,96,86,263005,16411,0,458,46544,25280,351698,0,,0,351698,,,0,,
01/05/2013,BIS,Non CS,Film Industry Training Board,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,0,,,0,0,,,0,,
01/05/2013,BIS,Non CS,Higher Education Funding Council for England,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",6,4.38,28,22.82,139,127.07,64,57.28,34,31.46,,,271,243,9,8.6,,,,,,,9,8.6,280,252,761039.94,1718.67,,2711.58,115125.2,67182.97,947778.36,25082.63,152887.43,177970.06,1125748.42,,,8.6,,
01/05/2013,BIS,Non-Whitehall CS,Insolvency Service,Executive Agency,"Department for Business, Innovation & Skills",731,667.6,324,307.24,805,774.27,93,92.21,9,9,0,0,1962,1850,114,114,0,0,36,36,0,0,150,150,2112,2000,4483196,14280,0,3817,849926,343590,5694809,426707,0,426707,6121516,,,150,,
01/05/2013,BIS,Non CS,Medical Research Council,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",376,345,582,536,1688,1645,234,226,96,93,61,37,3037,2882,28,28,28,28,7,7,0,0,63,63,3100,2945,8150070,617768,0,28902,991298,749823,10537861,643795,640,644435,11182296,,,63,,
01/05/2013,BIS,Non-Whitehall CS,National Measurement Office,Executive Agency,"Department for Business, Innovation & Skills",5,3.89,13,12.83,38,37.61,17,15.99,1,1,,,74,71,1,1,,,,,,,1,1,75,72,220289.69,85.54,10000,,43175.44,20067.33,293618,6690.61,0,6690.61,300308.61,,,1,,
01/05/2013,BIS,Non CS,Natural Environment Research Council,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",259,235.01,437,412.48,1065,1016.95,403,382.55,22,21.47,214,205.54,2400,2274,12,11.2,0,0,5,5,2,2,19,18.2,2419,2292,7350479,321002,0,29061.92,1828683.8,630564.93,10159791.65,84477.88,,84477.88,10244269.53,,,16.2,,
01/05/2013,BIS,Non CS,Office for Fair Access,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",0,0,0,0,10,9.41,3,2.31,2,1.61,,,15,13,2,2,,,,,,,2,2,17,15,54610.29,,,0,7210.11,5718.16,67538.56,5320.67,,5320.67,72859.23,,,2,,
01/05/2013,BIS,Non CS,Science & Technology Facilities Council,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",138,131,262,246.8,953,932.4,316,306.1,32,30,51,43.5,1752,1690,10,9.5,,,12,11.5,,,22,21,1774,1711,4911558,159760,3325,129138,1264070,426872,6894723,186981,,186981,7081704,,,21,,
01/05/2013,BIS,Non-Whitehall CS,Skills Funding Agency,Executive Agency,"Department for Business, Innovation & Skills",114,109.81,412,398.64,573,560.61,166,164.93,44,43.45,2,1.95,1311,1279,6,6,,,77,77,,,83,83,1394,1362,4325265.04,114780.58,0,1249.03,873289.22,401228.99,5715812.86,1189556,,1189556,6905368.86,,,83,,
01/05/2013,BIS,Non CS,Student Loans Company Ltd,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",1614,1506.52,706,678.38,101,98.26,12,12,8,8,7,0.96,2448,2304,191,191,,,53,53,,,244,244,2692,2548,4139003.34,140164.68,6963,148785.56,308698.16,330908.33,5074523.07,1071298.81,21566,1092864.81,6167387.88,,,244,,
01/05/2013,BIS,Non CS,Technology Strategy Board,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",,,44,44,22,22,90,90,7,7,15,15,178,178,14,14,,,,,,,14,14,192,192,762723.7,19891.01,,,151887.57,90852.69,1025354.97,104584.73,,104584.73,1129939.7,,,14,,
01/05/2013,BIS,Non CS,UK Commission for Employment & Skills,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",18,18,14,13.6,52,50.6,9,9,5,5,,,98,96,,,,,1,1,,,1,1,99,97,379846,,,,39879.08,17590.84,437315.92,2370,,2370,439685.92,,,1,,
01/05/2013,BIS,Non-Whitehall CS,UK Intellectual Property Office,Executive Agency,"Department for Business, Innovation & Skills",233,206.87,232,220.28,268,261.06,234,221.97,26,26,,,993,936,27,27,,,23,23,,,50,50,1043,986,2491655,92664,40822,135051,560747,189643,3510582,498117,,498117,4008699,,,50,,
01/05/2013,BIS,Non-Whitehall CS,UK Space Agency,Executive Agency,"Department for Business, Innovation & Skills",1,1,7,7,13,13,20.6,20.6,3,3,1,1,46,46,2,2,,,2,2,,,4,4,50,50,164944.61,,,-8.62,30450.71,15097.4,210484.1,10837.44,,10837.44,221321.54,,,4,,
01/05/2013,BIS,Non CS,United Kingdom Atomic Energy Authority,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",56,52.28,76,73.59,298,294.75,112,110.17,10,9.6,16,16,568,556,7,7,0,0,368,368,0,0,375,375,943,931,1869214,0,67008,60465,289909,194535,2481131,1389930,0,1389930,3871061,Allowances are included within Salary Costs. Performance Payments are accrued through the year for payment once a year.,,375,,
01/05/2013,BIS,Non-Whitehall CS,Ordance Survey,Non-Ministerial Department,"Department for Business, Innovation & Skills",35,30.19,554,541.89,416,406.21,127,124.62,5,4.6,3,0.73,1140,1108,69,69,2,2,92,92,,,163,163,1303,1271,2958373,64358,183489,34695,577723,266655,4085293,1020431.3,,1020431.3,5105724.3,,,163,,
01/05/2013,BIS,Non-Whitehall CS,Met Office,Non-Ministerial Department,"Department for Business, Innovation & Skills",,,,,,,,,2,2,1964,1888.5,1966,1891,66,66,2,2,5,5,,,73,73,2039,1964,4913694,354706,190077,414379,1036541,479327,7388724,396496,,396496,7785220,,,73,,
01/06/2013,BIS,Non CS,Advisory Concilliation & Arbitration Service,Crown Non Departmental Public Body,"Department for Business, Innovation & Skills",61,55.6,281,258.1,470,433.4,42,39.6,3,2.9,2,1.3,859,791,17,17,0,0,0,0,0,0,17,17,876,808,2012434.69,17772.07,,6398.15,362139.58,156548.83,2555293.32,27280.9,,27280.9,2582574.22,,,17,,
01/06/2013,BIS,Non CS,Arts & Humanities Research Council,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",1,0.743,26,24.3,35,33.39,9,8.703,4,3.5,,,75,71,1,1,,,,,4,4,5,5,80,76,203376.69,998.58,,,49923.8,15519.65,269818.72,11453,,11453,281271.72,,,1,,
01/06/2013,BIS,Non CS,Biotechnology & Biological Sciences Research Council,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",228,207.79792,373,345.4814,739,709.11479,205,198.81,49,44.9829,6,6,1600,1512,12,12,0,0,1,1,1,0.2,14,13.2,1614,1525,4216269.54,72844.65,1032.3,60301.88,1085235.1,359502.47,5795185.94,39887.08,5000,44887.08,5840073.02,,,13,,
01/06/2013,BIS,Non CS,British Hallmarking Council,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,0,,,0,0,,,0,,
01/06/2013,BIS,Whitehall,"Business, Innovation & Skills (inc UKTI)",Ministerial Department,"Department for Business, Innovation & Skills",209,200.69,436,422.43,1171,1141.46,1058,1021.32,223,214.73,0,0,3097,3001,123,123,13,13,103,103,98,98,337,337,3434,3338,10194855,154094,81704,68690,2101316,963418,13564077,,636184,636184,14200261,"Figure for contingent labour was a minus figure for June due to a credit against these costs £-95,386",,239,,
01/06/2013,BIS,Non CS,Capital for Enterprise Limited,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",0,0,7,7,11,11,10,9.69,10,5.64,,,38,33,0,0,,,2,1.06,,,2,1.06,40,34,151445.51,500,,,28811.67,14892.77,195649.95,,5890.08,5890.08,201540.03,,,1.06,,
01/06/2013,BIS,Non-Whitehall CS,Companies House,Executive Agency,"Department for Business, Innovation & Skills",539,475.87,258,247.18,132,129.47,26,25.12,3,3,11,9.06,969,890,,,,,,,,,0,0,969,890,1763794.94,32971.08,11500,19228.96,319426.28,123920.25,2270841.51,,82095.57,82095.57,2352937.08,,,0,,
01/06/2013,BIS,Non CS,Competition Commission,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",10,10,20,19.28,36,35.56,72,68.19,21,20.9,,,159,154,7,7,4,4,14,13.61,,,25,24.61,184,179,731605,,3500,,123784,73230,932119,51108,,51108,983227,,,24.61,,
01/06/2013,BIS,Non CS,Competition Service,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",3,3,2,1.8,5,4.6,5,4,1,1,,,16,14,,,,,,,,,0,0,16,14,54748.98,,,,11388.75,4950.27,71088,,,0,71088,,,0,,
01/06/2013,BIS,Non CS,Construction Industry Training Board,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",441,409.54,630,616.4,324,317.56,29,29,7,7,0,0,1431,1380,40,30.1,0,0,52,33,2,1.2,94,64.3,1525,1444,3488718.15,215442.62,0,21318.41,390588.79,310222.27,4426290.24,345692,10113,355805,4782095.24,,,63.1,,
01/06/2013,BIS,Non CS,Consumer Focus,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",33,32.1,6,5.8,50,48.5,12,11.7,2,2,0,0,103,100,2,2,1,1,,,,,3,3,106,103,316726.31,0,0,0,53901.04,27225.19,397852.54,9611.71,,9611.71,407464.25,,,3,,
01/06/2013,BIS,Non CS,Economic & Social Reseach Council,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",19,16.5,27,26.5,69,65.9,14,13.5,3,3,8,8,140,133,1,1,0,0,4,4,0,0,5,5,145,138,328212,5477,,100,81840,23207,438836,5553,,5553,444389,,,5,,
01/06/2013,BIS,Non CS,Engineering & Physical Sciences Research Council,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",28,26.68,36,34.18,127,119.98,31,28.73,4,4,,,226,214,3,3,,,8,8,,,11,11,237,225,576977.14,9126.16,107040,2025.51,144564.62,57878.71,897612.14,3591,37766.46,41357.46,938969.6,,,11,,
01/06/2013,BIS,Non CS,Engineering Construction Industry Training  Board,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",34,30,30,28,24,24,5,5,,,5,1,98,88,0,0,,,,,,,0,0,98,88,264821,15195,0,325,46878,253.61,327472.61,0,,0,327472.61,,,0,,
01/06/2013,BIS,Non CS,Film Industry Training Board,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,0,,,0,0,,,0,,
01/06/2013,BIS,Non CS,Higher Education Funding Council for England,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",6,4.48,39,33.56,127,113.43,62,54.76,34,31.67,,,268,238,3,2.25,,,,,,,3,2.25,271,240,761008.99,1510.92,,424.97,149404.52,65113.66,977463.06,4109.59,,4109.59,981572.65,,,2.25,,
01/06/2013,BIS,Non-Whitehall CS,Insolvency Service,Executive Agency,"Department for Business, Innovation & Skills",731,667.5,319,302.43,800,768.7,92,91.49,9,9,0,0,1951,1839,120,120,0,0,37,37,0,0,157,157,2108,1996,4443764,13073,0,1489,843523,336785,5638634,578378,,578378,6217012,,,157,,
01/06/2013,BIS,Non CS,Medical Research Council,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",386,356,547,521,1648,1607,217,210,104,101,63,35,2965,2830,30,30,27,27,7,7,0,0,64,64,3029,2894,7990784,556439,0,28443,943678,730184,10249528,337919,15910,353829,10603357,,,64,,
01/06/2013,BIS,Non-Whitehall CS,National Measurement Office,Executive Agency,"Department for Business, Innovation & Skills",5,3.89,14,13.26,37,36.61,17,16.06,1,1,,,74,71,0,0,,,,,,,0,0,74,71,233794.99,541.54,4800,,43296.24,19966.86,302399.63,5491.58,0,5491.58,307891.21,,,0,,
01/06/2013,BIS,Non CS,Natural Environment Research Council,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",259,234.22,443,419.35,1072,1023.159,397,377.44,22,21.47,223,214.54,2416,2290,12,11.2,0,0,5,5,2,2,19,18.2,2435,2308,6345205.21,158112.4,0,30827.28,1576764.47,527398.88,8638308.24,84477.88,,84477.88,8722786.12,,,16.2,,
01/06/2013,BIS,Non CS,Office for Fair Access,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",0,0,7,6.4,6,5.3,1,1,1,0.6,0,0,15,13,2,2,,,,,,,2,2,17,15,46888.62,0,0,0,7360.87,3786.36,58035.85,9696.55,0,9696.55,67732.4,,,2,,
01/06/2013,BIS,Non CS,Science & Technology Facilities Council,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",138,132,260,247,962,943,314,304,31,29,70,63,1775,1718,3,3,,,10,10,,,13,13,1788,1731,4918839,178053,600,133773,1267026,434367,6932658,85805,,85805,7018463,,,13,,
01/06/2013,BIS,Non-Whitehall CS,Skills Funding Agency,Executive Agency,"Department for Business, Innovation & Skills",112,107.81,417,403.95,570,557.63,167,165.93,44,43.45,2,1.95,1312,1281,6,6,0,0,78,78,0,0,84,84,1396,1365,4326986.52,121812.46,250,2265.78,875819.08,402430.65,5729564.49,683293,,683293,6412857.49,,,84,,
01/06/2013,BIS,Non CS,Student Loans Company Ltd,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",1663,1552,706,678.15,101,98.26,12,12,8,8,10,3.96,2500,2352,187,187,,,58,58,,,245,245,2745,2597,4165200.89,145419.95,8206.86,185203.75,309125.83,336531.58,5149688.86,1320190.37,0,1320190.37,6469879.23,,,245,,
01/06/2013,BIS,Non CS,Technology Strategy Board,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",0,0,44,44,24,24,94,94,7,7,13,13,182,182,14,14,0,0,,,,,14,14,196,196,772332.78,19688.68,,,176648.84,75547.06,1044217.36,130211.73,,130211.73,1174429.09,,,14,,
01/06/2013,BIS,Non CS,UK Commission for Employment & Skills,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,0,,,0,0,,,0,,
01/06/2013,BIS,Non-Whitehall CS,UK Intellectual Property Office,Executive Agency,"Department for Business, Innovation & Skills",235,208.87,233,221.18,269,262.4,236,223.52,27,27,,,1000,943,27,27,,,21,21,,,48,48,1048,991,2468206,93853,25886,96941,510820,220243,3415949,287893,1219.6,289112.6,3705061.6,,,48,,
01/06/2013,BIS,Non-Whitehall CS,UK Space Agency,Executive Agency,"Department for Business, Innovation & Skills",1,1,6,6,13,13,21,20.4,4,4,1,1,46,45,2,2,,,2,2,,,4,4,50,49,177497.66,144.07,,1117.73,35268.24,15856.99,229884.69,20137.44,,20137.44,250022.13,,,4,,
01/06/2013,BIS,Non CS,United Kingdom Atomic Energy Authority,Executive Non-Departmental Public Body,"Department for Business, Innovation & Skills",57,53.28,76,73.59,303,299.75,113,111.17,10,9.6,16,16,575,563,7,7,0,0,369,369,0,0,376,376,951,939,1972796,0,64474,69168,290092,202106,2598636,1335141,0,1335141,3933777,Allowances are included within Salary Costs. Performance Payments are accrued through the year for payment once a year.,,376,,
01/06/2013,BIS,Non-Whitehall CS,Ordance Survey,Non-Ministerial Department,"Department for Business, Innovation & Skills",35,30.19,548,535.51,413,403.56,131,128.62,5,4.6,3,0.73,1135,1103,68,68,2,2,91,91,,,161,161,1296,1264,3029983,64288,1200,43497,593376,251564,3983908,1063651.06,,1063651.06,5047559.06,,,161,,
01/06/2013,BIS,Non-Whitehall CS,Met Office,Non-Ministerial Department,"Department for Business, Innovation & Skills",,,,,,,,,2,2,1996,1917.8,1998,1920,67,67,0,0,9,9,0,0,76,76,2074,1996,4916152,351363,79050,165366,1018502,431473,6961906,337000,,337000,7298906,,,76,,
01/05/2013,HMT,Whitehall,HM Treasury,Ministerial Department,HM Treasury,104,100.88,142,134.51,436,430.23,343,331.3,94,89.96,35,32.14,1154,1119,7,6.2,0,0,12,10,0,0,19,16.2,1173,1135,3741276.07,76834.24,2201,28670.23,740113.2,341715.99,4930810.73,92473,295578,388051,5318861.73,,,16.2,,
01/05/2013,HMT,Non CS,Office for Budget Responsibility,Crown Non Departmental Public Body,HM Treasury,1,1,1,0.6,8,7.8,6,6,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,16,15,74732.62,571.61,0,0,12654.06,7539.68,95497.97,,0,0,95497.97,,,0,,
01/05/2013,HMT,Non-Whitehall CS,Debt Management Office,Executive Agency,HM Treasury,0,0,0,0,0,0,0,0,1,1,106,101.86,107,103,0,0,0,0,16,16,0,0,16,16,123,119,452836.78,83.69,3800,5401.38,94550.25,44951.96,601624.06,94310,5880,100190,701814.06,,,16,,
01/05/2013,HMT,Non CS,OTHER,OTHER,HM Treasury,,,,,,,2,2,,,12,5.9,14,8,,,,,,,,,0,0,14,8,62374.2,-218.18,10215.13,,8386.44,11367.08,92124.67,,3000,3000,95124.67,UK Financial Investments Ltd,,0,,
01/06/2013,HMT,Whitehall,HM Treasury,Ministerial Department,HM Treasury,104,100.3,138,130.01,430,423.92,344,333.4,89,85.36,36,33.14,1141,1106,6,5.2,0,0,12,11.2,2,0.8,20,17.2,1161,1123,3858906.54,63736.98,2236.41,27301.92,766510.21,355937.45,5074629.51,146671.92,136885.02,283556.94,5358186.45,,,16.4,,
01/06/2013,HMT,Non CS,Office for Budget Responsibility,Crown Non Departmental Public Body,HM Treasury,1,1,1,0.61,9,8.8,6,6,1,1,0,0,18,17,0,0,0,0,0,0,0,0,0,0,18,17,79167.51,526.99,0,0,13718.6,8019.73,101432.83,,,0,101432.83,,,0,,
01/06/2013,HMT,Non-Whitehall CS,Debt Management Office,Executive Agency,HM Treasury,0,0,0,0,0,0,0,0,1,1,105,100.86,106,102,0,0,0,0,19,19,0,0,19,19,125,121,451600.3,68.22,250,2087.79,93022.67,44003.32,591032.3,144015.56,10822.56,154838.12,745870.42,,,19,,
01/06/2013,HMT,Non CS,OTHER,OTHER,HM Treasury,,,,,,,,,2,2,12,5.9,14,8,,,,,,,,,0,0,14,8,54738.11,-218.18,5867.88,0,4872.31,7107.89,72368.01,,,0,72368.01,UK Financial Investments Ltd,,0,,
01/07/2013,HMT,Whitehall,HM Treasury,Ministerial Department,HM Treasury,112,108.8,140,131.21,421,413.92,340,331.46,89,85.42,38,34.94,1140,1106,7,6.2,0,0,13,9.4,0,0,20,15.6,1160,1121,4023214.48,81806.04,19485.5,89967.98,833796.71,363653.95,5411924.66,126307.56,622602.89,748910.45,6160835.11,,,15.6,,
01/07/2013,HMT,Non CS,Office for Budget Responsibility,Crown Non Departmental Public Body,HM Treasury,1,1,1,0.61,9,8.8,6,6,1,1,0,0,18,17,0,0,0,0,0,0,0,0,0,0,18,17,75244.44,615.88,0,185.03,13765.72,8030.92,97841.99,,,0,97841.99,,,0,,
01/07/2013,HMT,Non-Whitehall CS,Debt Management Office,Executive Agency,HM Treasury,0,0,0,0,0,0,0,0,1,1,105,101.86,106,103,0,0,0,0,19,19,0,0,19,19,125,122,447669.66,72.91,344427,6211.62,94393.32,91015.59,983790.1,284701.49,15139.8,299841.29,1283631.39,,,19,,
01/07/2013,HMT,Non CS,OTHER,OTHER,HM Treasury,,,,,1,1,3,3,,,13,6.7,17,11,,,,,,,,,0,0,17,11,81291.68,-218.18,6804.71,179.84,7011.18,10819.27,105888.5,,2490,2490,108378.5,UK Financial Investments Ltd,,0,,
01/08/2013,HMT,Whitehall,HM Treasury,Ministerial Department,HM Treasury,106,102.8,138,129.9,416,408.43,344,337.07,90,85.74,39,35.54,1133,1099,10,10,0,0,14,9.8,0,0,24,19.8,1157,1119,3892236.6,77101.69,567141.93,43612.18,769256.9,436824.8,5786174.1,98585,44014,142599,5928773.1,,,19.8,,
01/08/2013,HMT,Non CS,Office for Budget Responsibility,Crown Non Departmental Public Body,HM Treasury,1,1,1,0.61,6,6,7,7,1,1,0,0,16,16,0,0,0,0,0,0,0,0,0,0,16,16,77736.88,620.42,24050,0,13107.07,11116.91,126631.28,0,0,0,126631.28,,,0,,
01/08/2013,HMT,Non-Whitehall CS,Debt Management Office,Executive Agency,HM Treasury,0,0,0,0,0,0,0,0,1,1,109,103.86,110,105,0,0,0,0,17,17,0,0,17,17,127,122,452533.46,69.2,17600,13285.78,95669.13,47866.38,627023.95,160653,77420,238073,865096.95,,,17,,
01/08/2013,HMT,Non CS,OTHER,OTHER,HM Treasury,,,,,1,1,3,3,,,14,7.7,18,12,,,,,,,,,0,0,18,12,92521.58,-218.18,7723.63,0,8935.32,11753.62,120715.97,0,0,0,120715.97,UK Financial Investments Ltd,,0,,
01/09/2013,HMT,Whitehall,HM Treasury,Ministerial Department,HM Treasury,95,90.6,141,133.76,429,422.63,359,347.46,87,82.84,37,33.04,1148,1110,8,7.2,0,0,19,14.6,0,0,27,21.8,1175,1132,3842146.02,68252.18,11780,13927.63,771362.87,347094.12,5054562.82,59585,429692,489277,5543839.82,,,21.8,,
01/09/2013,HMT,Non CS,Office for Budget Responsibility,Crown Non Departmental Public Body,HM Treasury,1,1,1,0.61,6,6,7,7,1,1,0,0,16,16,0,0,0,0,0,0,0,0,0,0,16,16,78496.49,620.42,0,0,12558.5,7432.74,99108.15,,,0,99108.15,,,0,,
01/09/2013,HMT,Non-Whitehall CS,Debt Management Office,Executive Agency,HM Treasury,0,0,0,0,0,0,0,0,1,1,107,102.86,108,104,0,0,0,0,16,16,0,0,16,16,124,120,452859.62,-61.35,0,5025.24,96168.92,44114.64,598107.07,128855,17344,146199,744306.07,,,16,,
01/09/2013,HMT,Non CS,OTHER,OTHER,HM Treasury,,,,,1,1,3,3,,,13,6.7,17,11,,,,,,,,,0,0,17,11,89108.12,-218.18,8859.08,0,6666.3,11595.3,116010.62,,,0,116010.62,UK Financial Investments Ltd,,0,,
01/10/2013,HMT,Whitehall,HM Treasury,Ministerial Department,HM Treasury,90,86.6,141,134.89,432,425.74,348,337.28,91,85.64,41,37.04,1143,1107,9,9,0,0,12,9.4,0,0,21,18.4,1164,1126,3913457.81,76369.47,23900,17998.5,784012.92,348111.25,5163849.95,108707.35,218018,326725.35,5490575.3,,,18.4,,
01/10/2013,HMT,Non CS,Office for Budget Responsibility,Crown Non Departmental Public Body,HM Treasury,1,1,1,0.61,7,6.78,7,7,1,1,0,0,17,16,0,0,0,0,0,0,0,0,0,0,17,16,79729.67,620.42,0,0,14231.36,8030.99,102612.44,0,0,0,102612.44,,,0,,
01/10/2013,HMT,Non-Whitehall CS,Debt Management Office,Executive Agency,HM Treasury,0,0,0,0,0,0,0,0,1,1,104,98.86,105,100,0,0,0,0,16,16,0,0,16,16,121,116,441613.55,59.35,0,2956.86,92724.37,43021.91,580376.04,307410.16,11344.56,318754.72,899130.76,,,16,,
01/10/2013,HMT,Non CS,OTHER,OTHER,HM Treasury,,,,,1,1,3,3,,,13,6.7,17,11,,,,,,,,,0,0,17,11,73924.33,5128.61,8671.18,0,5093.54,10211.87,103029.53,,87299,87299,190328.53,,,0,,
01/11/2013,HMT,Whitehall,HM Treasury,Ministerial Department,HM Treasury,87,83.96,140,134.3,429,422.85,345,332.45,92,86.44,41,37.31,1134,1097,7,7,0,0,13,9.8,0,0,20,16.8,1154,1114,3782074.44,69901,10697.54,25646.57,758112.95,341836.22,4988268.72,79669.98,338081.56,417751.54,5406020.26,,,16.8,,
01/11/2013,HMT,Non CS,Office for Budget Responsibility,Crown Non Departmental Public Body,HM Treasury,1,1,1,0.61,7,6.72,7,7,1,1,0,0,17,16,0,0,0,0,0,0,0,0,0,0,17,16,77466.1,547.06,1801.35,0,12682.69,9405.86,101903.06,0,0,0,101903.06,,,0,,
01/11/2013,HMT,Non-Whitehall CS,Debt Management Office,Executive Agency,HM Treasury,0,0,0,0,0,0,0,0,1,1,104,98.86,105,100,0,0,0,0,16,16,0,0,16,16,121,116,447573.2,73.84,0,5109.58,94168.12,43963.94,590888.68,125768.21,17389.44,143157.65,734046.33,,,16,,
01/11/2013,HMT,Non CS,OTHER,OTHER,HM Treasury,,,,,1,1,3,3,,,16,9.8,20,14,,,,,,,,,0,0,20,14,105218.9,1405.75,14730.12,0,7197.32,14755.24,143307.33,0,0,0,143307.33,,,0,,
01/12/2013,HMT,Whitehall,HM Treasury,Ministerial Department,HM Treasury,86,82.96,136,130.19,429,420.85,347,332.6,91,84.24,39,35.51,1128,1086,8,8,0,0,14,11.4,0,0,22,19.4,1150,1106,3855606.45,64008.77,0,22155.23,769437.19,347028.66,5058236.3,88515,4020000,4108515,9166751.3,,,19.4,,
